"","Date","tmax","tmin","prcp"
"1",1885-01-01,NA,NA,NA
"2",1885-01-02,NA,NA,NA
"3",1885-01-03,NA,NA,NA
"4",1885-01-04,NA,NA,NA
"5",1885-01-05,NA,NA,NA
"6",1885-01-06,NA,NA,NA
"7",1885-01-07,NA,NA,NA
"8",1885-01-08,NA,NA,NA
"9",1885-01-09,NA,NA,NA
"10",1885-01-10,NA,NA,NA
"11",1885-01-11,NA,NA,NA
"12",1885-01-12,NA,NA,NA
"13",1885-01-13,NA,NA,NA
"14",1885-01-14,NA,NA,NA
"15",1885-01-15,NA,NA,NA
"16",1885-01-16,NA,NA,NA
"17",1885-01-17,NA,NA,NA
"18",1885-01-18,NA,NA,NA
"19",1885-01-19,NA,NA,NA
"20",1885-01-20,NA,NA,NA
"21",1885-01-21,NA,NA,NA
"22",1885-01-22,NA,NA,NA
"23",1885-01-23,NA,NA,NA
"24",1885-01-24,NA,NA,NA
"25",1885-01-25,NA,NA,NA
"26",1885-01-26,NA,NA,NA
"27",1885-01-27,NA,NA,NA
"28",1885-01-28,NA,NA,NA
"29",1885-01-29,NA,NA,NA
"30",1885-01-30,NA,NA,NA
"31",1885-01-31,NA,NA,NA
"32",1885-02-01,NA,NA,NA
"33",1885-02-02,NA,NA,NA
"34",1885-02-03,NA,NA,NA
"35",1885-02-04,NA,NA,NA
"36",1885-02-05,NA,NA,NA
"37",1885-02-06,NA,NA,NA
"38",1885-02-07,NA,NA,NA
"39",1885-02-08,NA,NA,NA
"40",1885-02-09,NA,NA,NA
"41",1885-02-10,NA,NA,NA
"42",1885-02-11,NA,NA,NA
"43",1885-02-12,NA,NA,NA
"44",1885-02-13,NA,NA,NA
"45",1885-02-14,NA,NA,NA
"46",1885-02-15,NA,NA,NA
"47",1885-02-16,NA,NA,NA
"48",1885-02-17,NA,NA,NA
"49",1885-02-18,NA,NA,NA
"50",1885-02-19,NA,NA,NA
"51",1885-02-20,NA,NA,NA
"52",1885-02-21,NA,NA,NA
"53",1885-02-22,NA,NA,NA
"54",1885-02-23,NA,NA,NA
"55",1885-02-24,NA,NA,NA
"56",1885-02-25,NA,NA,NA
"57",1885-02-26,NA,NA,NA
"58",1885-02-27,NA,NA,NA
"59",1885-02-28,NA,NA,NA
"60",1885-03-01,NA,NA,NA
"61",1885-03-02,NA,NA,NA
"62",1885-03-03,NA,NA,NA
"63",1885-03-04,NA,NA,NA
"64",1885-03-05,NA,NA,NA
"65",1885-03-06,NA,NA,NA
"66",1885-03-07,NA,NA,NA
"67",1885-03-08,NA,NA,NA
"68",1885-03-09,NA,NA,NA
"69",1885-03-10,NA,NA,NA
"70",1885-03-11,NA,NA,NA
"71",1885-03-12,NA,NA,NA
"72",1885-03-13,NA,NA,NA
"73",1885-03-14,NA,NA,NA
"74",1885-03-15,NA,NA,NA
"75",1885-03-16,NA,NA,NA
"76",1885-03-17,NA,NA,NA
"77",1885-03-18,NA,NA,NA
"78",1885-03-19,NA,NA,NA
"79",1885-03-20,NA,NA,NA
"80",1885-03-21,NA,NA,NA
"81",1885-03-22,NA,NA,NA
"82",1885-03-23,NA,NA,NA
"83",1885-03-24,NA,NA,NA
"84",1885-03-25,NA,NA,NA
"85",1885-03-26,NA,NA,NA
"86",1885-03-27,NA,NA,NA
"87",1885-03-28,NA,NA,NA
"88",1885-03-29,NA,NA,NA
"89",1885-03-30,NA,NA,NA
"90",1885-03-31,NA,NA,NA
"91",1885-04-01,NA,NA,NA
"92",1885-04-02,NA,NA,NA
"93",1885-04-03,NA,NA,NA
"94",1885-04-04,NA,NA,NA
"95",1885-04-05,NA,NA,NA
